Reference 1,Reference 1 sequence length,Reference 2,Reference 2 sequence length,Hamming distance
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,934
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,948
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,969
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,952
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,954
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,884
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,893
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Chloroflexus_sp._MS-G:16-1502(-),1486,955
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,942
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,935
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,555
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,1031
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,1051
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,691
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,1041
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,960
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,927
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,1064
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,1076
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,1064
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,1015
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,1000
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,843
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,938
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,0
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,931
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Oscillochloris_trichoides_DG-6:1-1418(+),1417,842
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,904
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,850
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,889
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,931
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,1062
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,971
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,987
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,987
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,396
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,1016
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Chloroflexus_sp._MS-G:16-1502(-),1486,1074
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,1024
Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,935
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,594
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,917
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,896
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,920
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,906
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,905
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,130
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,909
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,906
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,909
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,924
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,927
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,975
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,955
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,931
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,0
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Oscillochloris_trichoides_DG-6:1-1418(+),1417,882
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,935
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,929
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,922
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,904
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,909
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,1043
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,937
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,942
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,923
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,921
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Chloroflexus_sp._MS-G:16-1502(-),1486,902
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,928
Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,908
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,684
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,871
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,773
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,719
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,708
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,694
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,879
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,567
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,519
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,567
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,891
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,888
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,723
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,882
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,842
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,882
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Oscillochloris_trichoides_DG-6:1-1418(+),1417,0
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,825
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,741
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,699
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,854
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,653
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,871
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,898
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,900
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,841
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,894
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Chloroflexus_sp._MS-G:16-1502(-),1486,639
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,436
Oscillochloris_trichoides_DG-6:1-1418(+),1417,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,841
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,576
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,898
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,907
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,924
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,877
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,880
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,953
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,881
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,908
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,881
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,929
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,931
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,974
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,944
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,904
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,935
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Oscillochloris_trichoides_DG-6:1-1418(+),1417,825
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,0
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,903
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,908
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,954
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,885
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,972
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,938
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,949
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,921
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,931
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Chloroflexus_sp._MS-G:16-1502(-),1486,888
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,879
Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,950
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,550
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,1062
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,1046
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,528
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,1072
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,1011
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,928
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,1000
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,993
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,1000
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,1024
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,1007
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,725
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,891
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,850
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,929
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Oscillochloris_trichoides_DG-6:1-1418(+),1417,741
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,903
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,0
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,745
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,918
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,1031
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,946
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,944
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,958
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,600
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,1025
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Chloroflexus_sp._MS-G:16-1502(-),1486,1009
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,1042
Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,923
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,564
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,1035
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,1050
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,709
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,1040
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,992
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,934
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,1051
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,1042
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,1051
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,1040
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,1054
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,838
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,878
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,889
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,922
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Oscillochloris_trichoides_DG-6:1-1418(+),1417,699
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,908
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,745
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,0
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,848
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,1038
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,819
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,941
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,939
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,779
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,1039
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Chloroflexus_sp._MS-G:16-1502(-),1486,1057
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,1042
Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,832
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,574
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,896
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,748
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,812
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,877
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,908
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,910
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,925
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,906
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,925
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,936
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,935
Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,941
